words,oxford_category,char_length,rare,gibberish,spec_char,number,sentence,word_length,LAION_freq,CoCo_freq,source
plan,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,2581,93,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
play,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,5065,1864,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
plea,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,24,1,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
plot,B1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,82,15,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
plug,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,236,23,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
plus,B2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,1575,23,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
poem,B1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,74,8,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
poet,B1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,77,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
pole,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,177,3319,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
poll,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,70,24,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
pond,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,97,585,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
pool,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,630,741,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
poor,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,170,26,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
port,B1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,437,174,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
pose,B2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,61,780,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
post,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,1090,1066,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
pour,B1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,354,11,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
pray,B1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,653,3,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
prey,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,109,40,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
pull,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,173,176,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
pump,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,426,53,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
punk,B2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,314,18,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
pure,B2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,1537,10,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
push,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,305,54,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
quit,B1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,348,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
race,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,902,632,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
rage,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,291,1,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
raid,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,69,3,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
rail,B2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,255,1331,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
rain,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,904,1437,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
rank,B2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,109,4,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
rape,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,12,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
rare,B1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,262,18,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
rate,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,189,4,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
read,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,4649,138,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
real,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,4613,92,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
rear,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,197,383,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
rely,B2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,28,1,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
rent,B1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,371,11,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
rest,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,460,522,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
rice,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,708,1012,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
rich,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,792,17,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
ride,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,1624,1303,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
ring,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,889,204,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
riot,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,251,3,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
rise,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,802,88,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
risk,B1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,587,1,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
road,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,2618,10712,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
rock,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,5076,1300,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
role,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,138,13,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
roll,B1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,1465,421,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
roof,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,231,579,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
room,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,1999,19075,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
root,B2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,271,42,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
rope,B1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,191,361,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
rose,B2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,1605,220,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
rude,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,154,2,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
ruin,B2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,114,2,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
rule,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,729,1,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
rush,B2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,542,12,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
safe,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,1266,35,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
sail,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,177,474,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
sake,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,69,4,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
sale,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,5889,562,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
salt,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,557,49,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
same,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,401,738,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
sand,B1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,414,1903,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
save,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,4348,12,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
scan,B1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,63,1,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
seal,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,395,37,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
seat,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,208,1755,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
seed,B1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,349,55,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
seek,B2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,192,4,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
seem,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,13,55,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
self,B2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,1746,120,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
sell,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,434,43,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
send,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,220,9,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
sexy,B2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,104,67,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
shed,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,170,87,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
ship,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,465,513,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
shoe,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,338,373,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
shop,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,5437,974,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
shot,B2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,689,1239,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
show,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,4896,763,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
shut,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,527,27,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
sick,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,182,13,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
side,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,1562,13109,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
sigh,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,22,36,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
sign,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,960,14672,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
silk,B2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,163,13,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
sing,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,866,42,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
sink,B1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,130,8366,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
site,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,404,150,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
size,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,1122,267,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
skin,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,467,49,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
skip,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,142,1,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
slam,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,172,8,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
slap,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,53,6,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
slip,B2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,90,10,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
slot,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,167,13,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
slow,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,962,85,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
snap,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,195,25,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
snow,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,1202,12329,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
soak,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,51,4,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
soap,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,672,169,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
soar,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,41,11,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
sock,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,108,21,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
soft,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,666,148,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
soil,B1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,146,31,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
sole,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,80,7,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
solo,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,475,20,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
some,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,1392,25385,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
song,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,1443,21,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
soon,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,3473,18,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
sort,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,79,415,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
soul,B2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,2263,11,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
soup,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,590,738,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
spam,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,49,9,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
span,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,31,8,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
spin,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,177,6,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
spot,B1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,394,196,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
stab,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,11,5,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
star,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,6732,132,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
stay,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,2430,44,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
stem,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,334,64,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
step,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,1527,156,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
stir,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,52,143,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
stop,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,3900,6668,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
stun,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,10,2,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
such,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,160,135,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
suck,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,190,1,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
suit,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,152,3404,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
sure,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,252,35,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
swim,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,484,132,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
tail,B1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,246,331,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
take,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,2787,950,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
tale,B2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,596,23,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
talk,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,2017,178,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
tall,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,319,4904,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
tank,B2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,272,355,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
tape,B1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,659,151,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
task,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,269,13,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
taxi,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,230,196,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
team,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,5359,680,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
tear,B2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,77,11,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
teen,B2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,418,92,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
tell,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,867,39,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
tend,B1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,15,16,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
tent,B1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,119,404,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
term,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,176,2,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
test,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,985,21,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
text,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,1635,94,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
than,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,2766,170,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
that,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,5670,29410,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
them,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,909,3555,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
then,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,559,66,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
they,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,1725,1149,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
thin,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,303,266,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
this,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,9432,7028,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
thus,B2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,10,1,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
tide,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,528,69,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
till,B1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,205,4,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
time,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,9223,1264,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
tiny,B1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,474,440,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
tire,B1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,264,189,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
toll,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,53,27,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
tone,B2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,293,45,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
tool,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,427,75,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
toss,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,50,39,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
tour,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,2848,492,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
town,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,1284,1098,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
trap,B2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,693,7,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
tree,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,1867,7414,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
trio,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,505,136,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
trip,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,756,90,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
tube,B1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,609,127,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
tune,B2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,182,2,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
turn,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,724,599,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
twin,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,603,246,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
type,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,566,593,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
ugly,B1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,281,48,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
unit,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,862,122,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
upon,B1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,391,211,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
urge,B2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,10,2,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
used,B1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,371,488,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
user,A2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,184,16,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
vary,B2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,18,2,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
vast,B2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,20,91,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
vein,C1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,18,18,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
very,A1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,1728,7026,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
